Transaction Amount,Payment Method,Is Fraudulent,Account Age Days
173.31,bank transfer,0,224
49.86,debit card,0,223
178.41,bank transfer,0,60
25.65,debit card,0,237
659.54,bank transfer,0,29
19.24,credit card,0,246
142.25,credit card,0,335
1282.0,bank transfer,1,359
52.59,bank transfer,0,104
53.69,credit card,0,219
163.04,PayPal,0,114
452.15,credit card,0,260
144.92,credit card,0,43
98.22,credit card,0,274
36.94,debit card,0,200
2414.65,debit card,1,56
43.86,PayPal,0,251
192.35,bank transfer,0,104
97.17,PayPal,0,99
236.04,PayPal,0,91
187.11,debit card,0,212
296.27,PayPal,0,293
438.53,PayPal,0,263
217.13,debit card,1,14
104.82,PayPal,0,347
127.74,debit card,0,86
55.85,PayPal,0,322
80.49,PayPal,0,20
197.68,bank transfer,0,363
267.18,debit card,0,173
34.57,credit card,0,298
866.49,PayPal,0,279
517.37,PayPal,1,104
190.64,PayPal,0,354
176.0,debit card,0,3
115.1,bank transfer,0,343
114.37,debit card,0,162
24.56,PayPal,0,188
29.09,bank transfer,0,260
101.04,credit card,0,259
58.29,bank transfer,0,92
353.93,PayPal,0,257
357.88,PayPal,0,271
149.03,debit card,0,72
611.36,debit card,0,318
213.74,bank transfer,0,213
93.51,debit card,0,241
119.14,debit card,0,311
167.73,debit card,0,88
63.13,bank transfer,0,180
148.57,bank transfer,0,280
54.94,debit card,0,50
203.53,debit card,0,364
19.97,debit card,0,352
92.18,debit card,0,113
82.36,bank transfer,0,345
281.71,PayPal,0,201
118.03,PayPal,0,199
477.95,credit card,0,50
71.29,debit card,0,168
206.2,credit card,0,339
397.65,PayPal,0,204
519.4,credit card,0,182
291.38,bank transfer,0,25
326.85,bank transfer,0,276
49.43,debit card,0,109
67.06,credit card,0,311
285.52,bank transfer,0,175
199.22,credit card,0,215
23.98,bank transfer,0,214
253.82,PayPal,0,208
80.11,credit card,0,87
50.97,PayPal,0,268
34.19,debit card,0,346
365.98,credit card,0,285
254.34,bank transfer,0,323
281.35,credit card,0,25
88.53,PayPal,0,346
410.29,PayPal,0,47
42.85,bank transfer,0,146
17.68,credit card,0,202
18.29,credit card,0,92
238.45,bank transfer,0,125
56.89,bank transfer,0,96
501.23,debit card,0,1
140.28,credit card,1,23
51.49,credit card,0,151
47.61,PayPal,0,175
168.42,credit card,0,81
60.93,debit card,0,251
21.47,debit card,0,33
80.81,credit card,0,330
34.64,debit card,0,357
1630.4499999999998,PayPal,1,360
148.65,PayPal,0,238
272.64,credit card,0,114
69.09,credit card,0,53
786.85,bank transfer,1,218
20.18,debit card,0,288
333.37,credit card,1,263
106.32,debit card,0,263
39.97,bank transfer,0,219
186.61,credit card,0,217
434.62,PayPal,0,195
190.59,credit card,0,45
305.41,PayPal,0,246
170.21,debit card,0,166
51.92,credit card,0,334
116.46,credit card,0,6
356.75,credit card,0,227
324.68,credit card,0,88
557.39,credit card,1,291
152.4,credit card,0,356
194.26,debit card,0,332
245.44,credit card,0,295
14.58,bank transfer,0,152
1192.98,PayPal,0,345
40.88,PayPal,0,50
45.82,bank transfer,0,215
13.96,debit card,0,346
76.19,bank transfer,0,255
350.67,PayPal,0,306
560.14,debit card,0,243
594.41,bank transfer,0,239
20.09,debit card,0,270
337.95,bank transfer,0,312
33.02,credit card,0,263
48.2,PayPal,0,340
88.69,bank transfer,0,43
57.48,credit card,0,247
17.06,PayPal,0,189
12.92,debit card,0,52
158.71,credit card,0,40
721.76,bank transfer,0,245
29.93,credit card,0,266
66.08,debit card,0,34
215.95,credit card,0,102
152.32,debit card,0,50
63.0,PayPal,0,218
410.2,bank transfer,0,67
282.94,debit card,0,184
47.65,credit card,0,146
121.4,credit card,0,312
12.73,bank transfer,0,249
46.81,debit card,0,65
53.18,debit card,0,57
95.89,credit card,0,20
2949.7000000000003,credit card,1,214
140.86,bank transfer,0,39
317.61,credit card,0,1
938.25,bank transfer,1,21
72.19,bank transfer,0,285
80.27,PayPal,0,134
90.17,bank transfer,0,68
689.77,PayPal,0,123
159.65,debit card,0,147
709.81,PayPal,0,154
398.94,PayPal,0,331
18.7,PayPal,0,73
131.57,debit card,0,139
79.91,debit card,0,306
525.59,bank transfer,0,191
484.85,credit card,0,270
288.9,debit card,0,349
11.11,bank transfer,0,2
26.02,PayPal,0,198
225.21,bank transfer,0,33
511.86,bank transfer,0,97
426.09,debit card,0,195
355.09,credit card,1,27
44.79,debit card,0,101
304.92,credit card,0,146
212.1,credit card,0,168
46.62,bank transfer,0,241
64.21,PayPal,0,69
301.85,bank transfer,0,280
68.67,bank transfer,0,230
159.73,credit card,0,65
302.04,PayPal,0,242
128.34,bank transfer,0,209
83.64,debit card,0,143
209.41,debit card,0,345
133.96,credit card,0,363
176.01,bank transfer,0,24
44.03,bank transfer,0,189
266.4,debit card,0,66
762.67,PayPal,0,45
65.0,credit card,0,362
408.61,PayPal,0,282
91.13,bank transfer,0,287
234.31,credit card,0,204
70.86,PayPal,0,60
353.57,bank transfer,0,24
319.49,credit card,0,264
53.75,debit card,0,39
438.36,debit card,0,216
98.41,bank transfer,0,207
34.88,PayPal,0,35
250.25,PayPal,0,23
24.41,debit card,0,222
197.99,credit card,0,59
352.19,PayPal,0,129
228.23,PayPal,0,98
201.49,PayPal,0,144
246.78,debit card,0,203
121.29,bank transfer,0,237
259.32,debit card,0,300
535.47,PayPal,0,209
106.06,PayPal,0,106
69.42,bank transfer,0,86
59.11,PayPal,0,117
60.4,credit card,0,276
457.37,bank transfer,0,171
92.37,bank transfer,0,309
117.45,bank transfer,1,269
45.29,bank transfer,0,80
59.78,debit card,0,31
146.34,credit card,0,29
12.35,PayPal,0,342
109.74,bank transfer,0,313
539.83,PayPal,0,219
388.29,debit card,0,258
186.01,PayPal,0,189
99.66,credit card,0,40
219.94,credit card,0,293
366.94,credit card,0,156
392.42,bank transfer,0,317
163.4,bank transfer,0,157
99.76,bank transfer,0,90
25.88,credit card,0,334
63.86,debit card,0,48
363.99,PayPal,0,130
27.12,debit card,0,333
497.95,credit card,0,162
196.18,PayPal,0,93
81.19,bank transfer,0,183
18.78,PayPal,0,248
50.37,debit card,0,363
762.31,bank transfer,0,308
91.79,PayPal,0,252
204.27,credit card,0,49
70.05,credit card,0,132
13.17,bank transfer,0,201
24.57,credit card,0,23
180.13,bank transfer,0,324
251.15,bank transfer,0,365
18.3,credit card,0,321
22.89,credit card,0,216
313.8,debit card,0,332
212.47,debit card,0,356
190.03,credit card,0,189
182.04,credit card,0,189
65.66,credit card,0,254
25.81,bank transfer,0,64
240.48,bank transfer,0,193
596.58,bank transfer,0,359
178.08,PayPal,0,215
299.84,credit card,0,77
135.91,bank transfer,0,244
292.86,credit card,0,192
26.58,bank transfer,0,327
213.48,credit card,0,115
16.98,bank transfer,0,198
85.39,debit card,0,135
45.19,debit card,0,109
226.14,debit card,0,246
19.8,PayPal,0,31
499.63,debit card,1,63
36.82,debit card,0,235
320.28,bank transfer,0,84
35.8,bank transfer,0,146
586.14,bank transfer,0,151
51.01,credit card,0,222
288.0,debit card,0,306
94.88,credit card,0,144
620.53,bank transfer,0,13
23.62,PayPal,0,76
91.28,bank transfer,0,30
502.72,debit card,0,229
96.55,bank transfer,0,89
125.13,bank transfer,0,229
107.11,credit card,0,126
193.44,debit card,0,16
442.82,credit card,0,216
60.49,credit card,0,248
74.23,PayPal,0,97
22.22,PayPal,0,154
131.9,credit card,0,66
259.47,bank transfer,0,261
444.55,PayPal,1,351
15.78,debit card,0,38
253.24,debit card,0,270
362.91,bank transfer,0,271
211.53,bank transfer,0,226
1146.22,PayPal,0,25
16.66,PayPal,0,236
187.16,debit card,0,174
138.89,debit card,0,137
66.04,bank transfer,0,192
397.65,credit card,0,360
513.58,credit card,0,23
173.42,PayPal,0,201
411.21,credit card,0,23
481.85,debit card,1,18
103.68,bank transfer,0,187
56.9,PayPal,0,124
65.17,bank transfer,0,185
262.32,bank transfer,0,232
46.13,PayPal,0,148
103.49,bank transfer,0,106
107.52,bank transfer,0,320
200.98,bank transfer,0,15
204.73,debit card,0,62
50.97,credit card,0,199
112.31,credit card,0,119
149.03,PayPal,0,51
34.25,credit card,0,144
60.03,PayPal,0,61
75.72,credit card,0,193
257.11,PayPal,0,218
56.49,PayPal,0,132
21.58,bank transfer,0,75
28.46,debit card,0,314
42.52,debit card,0,271
195.11,PayPal,0,158
383.16,bank transfer,0,151
179.81,PayPal,0,273
134.48,bank transfer,0,214
242.11,bank transfer,0,140
40.35,credit card,1,8
76.05,debit card,0,239
558.97,debit card,0,344
200.24,bank transfer,0,227
71.43,PayPal,0,86
176.96,PayPal,0,332
56.52,debit card,0,227
181.8,credit card,0,233
60.37,PayPal,0,45
443.36,PayPal,0,298
40.29,debit card,0,220
737.56,bank transfer,0,41
56.45,bank transfer,0,196
226.29,credit card,1,318
187.71,credit card,0,39
26.39,bank transfer,0,351
328.62,debit card,0,172
69.21,bank transfer,0,294
166.83,credit card,0,352
39.19,credit card,0,252
180.22,debit card,0,206
35.5,bank transfer,0,157
617.3,debit card,0,97
110.44,debit card,0,139
59.68,PayPal,0,162
332.02,credit card,0,23
68.75,credit card,0,184
185.24,bank transfer,0,1
250.57,PayPal,0,244
48.99,bank transfer,0,162
104.31,debit card,0,361
1130.48,bank transfer,0,179
290.86,bank transfer,0,63
29.7,PayPal,0,318
1013.61,credit card,0,224
60.89,debit card,0,123
752.48,PayPal,0,84
115.4,PayPal,0,65
30.68,bank transfer,0,289
471.82,credit card,0,98
174.62,PayPal,0,200
284.54,debit card,0,62
99.4,debit card,0,299
138.26,debit card,0,306
64.28,credit card,0,331
275.69,bank transfer,0,285
771.6,bank transfer,0,109
710.96,PayPal,0,179
128.88,credit card,0,248
63.94,debit card,0,311
254.82,debit card,0,234
189.61,PayPal,0,16
49.46,bank transfer,0,147
573.72,debit card,0,39
81.52,credit card,0,295
382.73,debit card,0,101
394.15,debit card,0,348
143.41,PayPal,0,98
198.76,credit card,0,54
132.99,credit card,0,33
518.55,debit card,0,178
98.92,credit card,0,255
186.08,PayPal,0,365
67.99,credit card,0,163
245.5,bank transfer,0,33
56.46,credit card,0,323
2460.6,debit card,1,82
51.75,PayPal,0,199
492.77,credit card,0,46
33.4,credit card,0,87
74.9,PayPal,0,92
131.68,PayPal,0,213
111.05,debit card,0,332
141.66,PayPal,0,106
133.32,debit card,0,292
92.69,bank transfer,0,176
384.41,credit card,0,46
3957.75,PayPal,1,269
106.01,bank transfer,0,350
1133.64,debit card,0,290
32.93,credit card,0,364
174.24,bank transfer,0,137
21.95,bank transfer,0,185
708.11,PayPal,0,308
356.25,debit card,0,84
119.8,bank transfer,0,17
25.3,PayPal,0,297
27.86,credit card,0,127
394.9,bank transfer,0,180
1489.4,debit card,1,279
599.29,PayPal,0,63
320.62,credit card,0,242
73.48,credit card,0,282
116.02,credit card,0,43
431.67,debit card,0,212
249.88,PayPal,0,154
95.21,bank transfer,0,102
360.94,bank transfer,0,254
916.2,bank transfer,1,30
77.67,bank transfer,0,257
128.77,PayPal,0,151
116.73,debit card,0,363
429.02,debit card,0,144
96.78,PayPal,0,154
135.89,credit card,0,22
414.18,bank transfer,0,182
1142.21,debit card,0,350
152.47,bank transfer,0,185
135.12,debit card,0,297
514.98,credit card,0,216
349.33,credit card,0,290
111.03,debit card,0,104
63.54,PayPal,0,245
236.72,PayPal,0,165
84.59,debit card,0,317
106.55,credit card,0,90
75.23,debit card,0,228
160.34,credit card,0,218
15.13,bank transfer,0,246
89.7,PayPal,0,21
576.54,credit card,0,283
85.83,credit card,0,298
991.76,credit card,0,166
67.43,credit card,0,38
146.49,PayPal,0,3
37.4,PayPal,0,352
663.94,debit card,0,50
102.03,PayPal,0,98
281.43,credit card,1,4
34.5,bank transfer,0,103
40.07,credit card,0,335
16.09,PayPal,0,320
629.28,bank transfer,0,19
137.95,debit card,0,14
393.26,PayPal,0,137
41.94,bank transfer,0,32
514.82,debit card,0,136
301.76,PayPal,0,327
55.41,bank transfer,0,300
514.83,debit card,0,334
32.82,credit card,0,325
671.99,bank transfer,0,104
255.37,credit card,0,278
192.35,PayPal,0,216
16.27,credit card,0,358
38.97,credit card,0,109
836.68,PayPal,0,81
421.53,debit card,0,287
261.53,bank transfer,0,30
231.44,credit card,0,179
45.1,credit card,0,40
65.38,PayPal,0,24
13.98,credit card,0,364
124.8,bank transfer,0,224
66.01,debit card,0,240
237.67,bank transfer,0,25
137.96,PayPal,0,137
23.36,PayPal,0,288
23.71,bank transfer,0,54
53.89,PayPal,0,12
107.68,bank transfer,0,261
37.82,debit card,0,60
578.4,debit card,0,56
25.65,PayPal,0,148
693.03,bank transfer,0,207
119.92,debit card,0,77
554.35,debit card,0,44
250.34,PayPal,0,19
254.12,credit card,0,333
132.59,bank transfer,0,227
359.03,PayPal,0,326
58.67,debit card,1,178
696.92,credit card,0,285
118.75,bank transfer,0,95
11.06,bank transfer,0,168
276.43,debit card,0,47
90.78,PayPal,0,280
273.11,bank transfer,0,41
38.44,debit card,0,193
260.85,debit card,1,161
201.71,debit card,0,342
57.36,debit card,0,87
12.19,credit card,0,92
47.89,bank transfer,0,88
147.53,credit card,0,252
84.93,debit card,0,342
84.89,bank transfer,0,269
211.82,bank transfer,0,277
47.91,bank transfer,0,126
78.72,credit card,0,226
222.35,debit card,0,217
553.5,PayPal,0,139
94.37,debit card,0,328
102.33,bank transfer,0,77
38.46,debit card,0,218
272.37,debit card,0,330
369.94,bank transfer,0,184
228.95,credit card,0,299
157.59,credit card,0,333
308.6,PayPal,1,148
89.38,debit card,0,255
197.88,credit card,0,117
75.91,bank transfer,0,139
110.36,debit card,0,237
320.45,bank transfer,0,257
10.65,debit card,0,53
119.65,bank transfer,0,172
347.41,PayPal,0,205
79.73,debit card,0,74
91.03,credit card,0,243
39.2,debit card,0,69
34.33,bank transfer,0,254
50.78,debit card,0,181
43.42,PayPal,0,282
53.68,credit card,0,193
104.73,bank transfer,0,9
85.86,debit card,0,268
68.66,PayPal,0,26
838.09,PayPal,0,320
144.55,credit card,0,212
48.17,debit card,0,313
337.75,PayPal,0,209
277.5,credit card,0,227
254.93,bank transfer,0,178
130.58,debit card,0,327
18.71,PayPal,0,151
41.1,bank transfer,0,317
158.77,credit card,0,200
125.66,debit card,0,27
288.07,PayPal,0,146
286.75,debit card,0,40
116.73,credit card,0,184
573.39,debit card,0,233
452.82,debit card,0,194
383.38,PayPal,0,81
70.69,bank transfer,0,145
289.72,debit card,0,80
131.85,bank transfer,0,209
96.64,debit card,0,144
106.13,bank transfer,0,153
152.47,bank transfer,0,301
50.77,debit card,0,358
19.76,credit card,0,162
31.79,PayPal,0,363
231.32,debit card,0,107
84.42,bank transfer,0,312
67.16,bank transfer,0,306
100.02,credit card,0,68
946.98,debit card,0,136
105.84,PayPal,0,320
19.63,PayPal,0,331
228.9,credit card,0,63
217.66,credit card,0,204
137.48,bank transfer,0,291
313.49,bank transfer,0,118
301.43,debit card,1,83
120.33,credit card,0,114
97.71,PayPal,0,13
259.11,credit card,0,167
690.85,bank transfer,0,12
274.41,debit card,0,104
644.25,PayPal,0,50
123.95,PayPal,0,288
312.78,PayPal,0,234
204.84,debit card,0,7
613.79,credit card,0,46
492.83,PayPal,0,186
205.86,PayPal,0,254
12.8,PayPal,0,182
46.02,debit card,0,304
178.48,debit card,0,112
62.42,debit card,0,179
399.89,debit card,0,155
66.57,debit card,0,3
125.1,PayPal,0,165
105.05,bank transfer,1,275
280.39,PayPal,1,151
87.48,debit card,0,8
193.71,credit card,0,290
310.06,bank transfer,0,119
158.06,credit card,0,34
269.46,bank transfer,0,234
117.18,bank transfer,0,43
56.8,debit card,0,302
22.97,debit card,0,292
10.37,credit card,0,30
269.83,credit card,0,254
643.29,PayPal,0,198
299.0,PayPal,0,281
159.31,credit card,0,137
18.23,debit card,0,336
336.37,PayPal,0,113
193.51,PayPal,0,52
166.28,bank transfer,0,159
149.96,credit card,0,126
313.08,credit card,0,197
443.36,debit card,0,149
19.95,credit card,0,219
32.72,bank transfer,0,148
65.07,PayPal,0,163
78.75,credit card,0,258
188.57,PayPal,0,294
17.0,debit card,0,39
270.46,PayPal,0,115
15.68,credit card,0,21
111.94,credit card,0,157
30.5,bank transfer,0,193
190.27,PayPal,0,143
239.75,PayPal,0,208
188.18,bank transfer,0,66
123.21,debit card,0,268
285.73,PayPal,0,173
493.51,bank transfer,0,200
88.61,debit card,0,351
40.86,PayPal,0,156
227.84,PayPal,0,357
129.81,bank transfer,0,90
135.91,bank transfer,0,362
557.59,PayPal,0,202
147.06,credit card,0,143
622.02,PayPal,0,302
83.96,debit card,0,82
366.35,credit card,0,157
369.33,PayPal,0,47
48.03,debit card,0,275
82.79,PayPal,0,223
199.98,PayPal,0,267
131.8,debit card,0,106
158.78,PayPal,0,147
410.52,credit card,0,82
72.74,bank transfer,0,304
232.55,bank transfer,0,202
18.7,debit card,1,162
140.22,credit card,0,351
11.84,debit card,0,179
62.52,PayPal,0,36
543.29,PayPal,0,326
272.24,bank transfer,0,290
159.12,debit card,0,24
139.43,credit card,0,151
370.4,credit card,0,341
120.73,PayPal,0,237
73.05,PayPal,0,25
282.15,debit card,0,116
501.88,credit card,0,238
82.4,debit card,0,308
102.1,credit card,0,255
35.22,PayPal,0,172
615.2,credit card,0,37
329.12,debit card,0,282
143.01,bank transfer,0,38
1109.39,bank transfer,0,13
260.77,bank transfer,0,175
404.6,PayPal,0,241
78.08,bank transfer,0,341
119.5,credit card,0,127
44.17,debit card,0,220
85.54,PayPal,0,185
461.49,debit card,0,290
68.81,bank transfer,0,164
119.67,PayPal,0,149
286.68,bank transfer,0,316
166.31,credit card,0,325
101.83,credit card,0,336
34.32,PayPal,0,299
292.0,debit card,0,75
37.0,PayPal,0,193
281.59,credit card,0,347
15.38,debit card,0,83
120.69,PayPal,0,49
118.54,PayPal,0,206
57.41,PayPal,0,251
432.11,PayPal,0,34
507.76,debit card,0,136
212.04,debit card,0,156
175.17,PayPal,0,85
210.02,credit card,0,22
381.52,credit card,0,82
332.41,bank transfer,0,23
206.96,credit card,0,108
10.51,credit card,0,48
17.24,debit card,0,145
37.15,bank transfer,0,13
183.2,bank transfer,0,317
364.63,debit card,0,153
165.78,credit card,0,21
127.94,credit card,0,109
64.7,PayPal,0,33
50.59,credit card,0,139
72.52,debit card,0,208
83.2,PayPal,0,203
29.95,debit card,0,188
116.71,debit card,0,218
208.6,bank transfer,0,20
693.42,PayPal,0,11
15.54,debit card,0,250
101.0,debit card,0,65
458.57,PayPal,0,260
535.65,debit card,1,5
70.14,debit card,0,62
34.21,bank transfer,0,347
63.88,bank transfer,0,61
311.91,bank transfer,0,106
92.96,debit card,0,237
70.05,debit card,0,251
34.52,bank transfer,0,131
371.54,bank transfer,0,315
251.27,bank transfer,0,21
117.02,debit card,0,251
158.61,debit card,0,214
113.2,debit card,0,199
683.8,bank transfer,0,90
149.54,debit card,0,119
28.38,debit card,0,202
135.46,bank transfer,0,307
180.2,debit card,0,324
167.1,credit card,0,101
91.47,debit card,0,76
112.28,bank transfer,0,256
419.6,credit card,0,237
16.9,PayPal,0,266
501.75,bank transfer,0,31
301.37,credit card,0,132
218.2,bank transfer,0,152
381.15,PayPal,0,71
183.01,debit card,0,91
90.07,debit card,0,195
185.84,debit card,0,235
11.65,bank transfer,0,229
303.44,debit card,0,279
216.96,bank transfer,0,261
301.38,debit card,0,85
102.14,PayPal,0,81
173.24,credit card,0,68
210.72,credit card,0,274
19.65,credit card,0,203
175.87,debit card,0,328
26.3,bank transfer,0,26
78.52,debit card,0,129
199.74,credit card,0,191
23.75,debit card,0,39
511.59,credit card,0,334
21.81,PayPal,0,172
86.3,PayPal,0,133
330.45,PayPal,0,115
326.88,credit card,0,269
85.66,debit card,0,338
29.62,bank transfer,0,44
447.93,credit card,0,305
269.1,PayPal,1,66
11.14,PayPal,0,309
551.53,credit card,0,163
392.28,debit card,0,55
41.42,bank transfer,0,141
387.86,PayPal,0,101
709.9,debit card,0,337
28.51,credit card,0,203
69.98,debit card,0,271
43.16,debit card,0,267
84.6,bank transfer,0,205
33.98,bank transfer,0,301
284.68,credit card,0,128
932.13,debit card,0,92
29.09,debit card,0,75
124.83,credit card,0,61
44.89,PayPal,0,54
214.36,credit card,0,170
68.95,credit card,0,281
60.71,credit card,0,138
129.92,debit card,0,203
824.29,credit card,0,271
267.05,PayPal,0,195
133.54,PayPal,0,21
77.71,credit card,0,106
95.78,debit card,0,319
129.37,bank transfer,0,118
51.65,debit card,0,180
155.61,bank transfer,0,120
215.5,debit card,0,281
261.44,bank transfer,0,97
827.6999999999999,credit card,1,12
233.89,bank transfer,0,249
104.27,PayPal,0,247
127.66,debit card,0,118
338.11,PayPal,0,195
353.84,PayPal,0,260
458.57,PayPal,0,174
83.82,PayPal,0,297
154.79,PayPal,0,223
16.67,PayPal,0,58
282.43,PayPal,0,162
125.22,credit card,0,75
429.16,debit card,0,196
34.05,PayPal,0,249
493.45,debit card,0,273
196.62,PayPal,0,228
11.17,credit card,0,333
549.15,credit card,1,27
155.71,debit card,0,175
42.78,debit card,0,338
432.5,PayPal,0,228
855.78,debit card,0,53
300.35,PayPal,0,277
26.84,debit card,0,32
374.14,credit card,0,316
304.49,credit card,0,134
204.03,bank transfer,0,46
543.27,debit card,0,221
462.8,credit card,1,4
351.52,bank transfer,0,40
708.97,debit card,0,330
96.73,debit card,0,331
223.96,bank transfer,0,139
275.31,bank transfer,0,113
10.53,debit card,0,113
499.62,debit card,0,16
59.26,credit card,0,340
96.59,PayPal,0,281
206.29,credit card,0,160
250.7,PayPal,0,359
643.48,PayPal,0,348
74.09,PayPal,0,169
510.67,bank transfer,0,151
252.75,credit card,0,83
84.56,PayPal,0,116
335.95,bank transfer,0,328
69.45,PayPal,0,2
130.17,credit card,0,194
249.6,bank transfer,0,14
19.23,credit card,0,157
231.44,credit card,0,132
257.31,PayPal,0,138
268.59,PayPal,0,213
458.77,PayPal,0,254
57.4,PayPal,0,1
162.04,debit card,0,223
35.85,bank transfer,0,363
61.83,bank transfer,0,299
581.58,debit card,0,119
84.4,bank transfer,0,21
35.9,bank transfer,0,183
398.18,PayPal,0,40
109.95,debit card,0,247
69.65,bank transfer,1,25
240.04,PayPal,0,48
103.04,bank transfer,0,216
240.47,credit card,0,231
43.12,bank transfer,0,265
53.3,debit card,0,298
658.56,PayPal,0,245
19.04,credit card,0,138
108.36,credit card,0,138
251.69,bank transfer,0,85
148.06,bank transfer,0,240
241.78,PayPal,0,353
593.59,bank transfer,0,251
301.59,credit card,0,334
693.1,PayPal,1,18
33.87,debit card,0,112
92.8,debit card,0,85
68.37,PayPal,0,334
201.61,PayPal,0,161
483.69,bank transfer,0,38
116.09,bank transfer,0,12
35.38,PayPal,0,136
137.78,PayPal,0,241
270.77,bank transfer,0,206
49.05,PayPal,1,23
402.2,credit card,0,33
67.89,debit card,0,215
478.73,PayPal,0,210
223.65,bank transfer,0,230
197.78,debit card,0,130
111.23,bank transfer,0,251
311.72,PayPal,0,231
36.64,PayPal,0,297
437.75,credit card,0,25
154.13,credit card,0,166
106.11,PayPal,0,25
131.9,debit card,0,124
110.29,credit card,0,76
130.55,credit card,1,25
840.22,bank transfer,0,293
212.77,bank transfer,0,40
332.46,PayPal,1,122
177.31,credit card,0,326
254.54,bank transfer,0,210
167.41,bank transfer,0,164
516.35,bank transfer,1,12
17.24,PayPal,0,22
344.92,bank transfer,0,255
154.06,debit card,0,323
235.16,credit card,1,27
84.43,debit card,0,110
151.25,credit card,0,163
226.82,credit card,0,334
178.72,debit card,0,230
118.55,debit card,0,151
26.63,PayPal,0,310
66.1,PayPal,0,18
16.48,credit card,0,329
445.24,debit card,0,180
275.32,PayPal,0,321
248.02,debit card,0,18
88.79,credit card,0,243
307.93,debit card,1,23
180.27,bank transfer,0,151
345.1,PayPal,0,89
101.64,PayPal,0,197
86.55,debit card,0,45
305.73,debit card,0,318
105.55,PayPal,0,105
119.96,credit card,0,316
106.18,debit card,0,10
239.75,credit card,0,352
367.25,bank transfer,1,27
89.36,debit card,0,362
187.25,credit card,0,60
54.4,debit card,0,71
488.15,PayPal,0,235
90.87,PayPal,0,360
197.36,PayPal,0,7
602.12,debit card,0,272
17.34,debit card,0,1
293.6,debit card,0,43
32.79,PayPal,0,246
24.18,bank transfer,0,271
354.05,bank transfer,0,140
638.23,PayPal,0,323
97.02,debit card,0,13
199.81,bank transfer,0,82
39.0,PayPal,0,220
122.69,debit card,0,182
34.48,credit card,0,155
163.27,PayPal,0,299
50.94,PayPal,0,172
218.5,debit card,0,324
66.47,bank transfer,0,226
148.27,credit card,0,96
277.74,bank transfer,0,42
261.79,PayPal,0,240
285.46,credit card,0,63
693.88,bank transfer,0,6
213.66,PayPal,0,96
44.04,bank transfer,0,188
208.35,bank transfer,1,312
34.58,bank transfer,0,106
419.98,credit card,0,55
85.82,credit card,0,143
895.13,credit card,0,127
374.04,PayPal,0,258
24.65,PayPal,0,338
479.2,debit card,0,14
141.1,credit card,0,315
112.87,credit card,0,96
481.0,bank transfer,1,37
426.68,credit card,0,210
85.25,PayPal,0,88
813.26,debit card,0,257
247.08,PayPal,0,273
219.82,debit card,0,100
51.29,debit card,0,288
95.53,debit card,0,273
31.5,PayPal,0,354
164.15,debit card,0,200
368.66,debit card,0,286
332.46,PayPal,0,272
258.67,credit card,0,111
508.68,PayPal,0,353
851.71,bank transfer,0,79
246.02,debit card,0,57
14.42,PayPal,0,304
81.94,debit card,0,223
97.73,credit card,0,283
143.91,PayPal,0,110
231.45,debit card,0,40
172.79,credit card,0,3
157.04,PayPal,0,357
214.18,credit card,0,99
117.31,bank transfer,0,322
866.97,credit card,0,109
24.87,debit card,0,331
167.35,PayPal,0,362
271.32,debit card,0,127
452.01,credit card,0,269
266.88,credit card,0,34
177.68,credit card,0,201
279.43,bank transfer,0,178
330.74,PayPal,0,225
141.46,debit card,0,63
256.67,PayPal,0,190
167.96,debit card,0,187
91.0,PayPal,0,156
209.79,debit card,0,113
78.59,debit card,0,305
58.44,credit card,0,178
82.68,credit card,0,147
106.96,credit card,0,269
40.46,bank transfer,0,26
72.12,bank transfer,0,266
865.26,credit card,0,319
252.48,PayPal,0,135
32.78,debit card,0,266
431.57,bank transfer,0,299
54.83,bank transfer,0,300
104.61,debit card,0,50
93.96,PayPal,0,219
211.26,debit card,0,68
11.68,debit card,0,219
72.84,debit card,0,20
34.5,credit card,0,310
133.82,credit card,0,23
587.9,credit card,0,103
158.82,bank transfer,0,348
10.5,bank transfer,0,256
318.58,debit card,0,207
16.68,PayPal,0,314
19.15,bank transfer,0,298
117.8,credit card,0,348
361.55,bank transfer,0,143
352.99,PayPal,0,292
506.6,bank transfer,0,148
197.67,credit card,0,54
164.94,PayPal,0,320
225.75,PayPal,0,128
652.44,debit card,0,266
28.23,PayPal,0,56
97.59,credit card,0,262
1024.99,PayPal,0,356
66.38,PayPal,0,61
60.7,bank transfer,0,132
200.29,bank transfer,0,223
18.09,credit card,0,66
40.92,bank transfer,0,3
481.92,bank transfer,0,300
46.92,PayPal,0,250
47.45,credit card,0,158
448.72,bank transfer,0,95
328.6,bank transfer,0,40
31.09,PayPal,0,44
24.59,bank transfer,0,264
76.65,PayPal,0,113
485.85,credit card,0,150
52.19,credit card,0,251
400.81,debit card,0,113
33.78,credit card,0,334
158.78,bank transfer,0,356
73.63,debit card,0,290
33.59,PayPal,0,355
991.0,credit card,0,362
37.84,credit card,0,43
156.07,PayPal,0,215
339.56,PayPal,0,120
84.07,debit card,0,229
113.77,bank transfer,0,70
27.17,credit card,0,127
454.27,credit card,0,105
163.98,PayPal,0,165
692.4,debit card,0,40
273.41,PayPal,0,348
774.25,PayPal,1,319
146.99,credit card,0,354
414.3,debit card,0,145
348.23,PayPal,0,50
134.59,bank transfer,0,320
